Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Introduced,Terminated,Altitude,Population,Households,Nearest Station,Distance To Station (KM),Built Up Area,Built Up Area Sub-Division,Water Company,Sewage Company
SE19 3TS,Yes,51.410221,-0.092397,532767,169637,TQ327696,1/1/1980 12:00:00 AM,,77,55,23,"Thornton Heath",1.4,"Greater London","Croydon","Thames Water",""
SE19 3TT,Yes,51.410231,-0.094698,532607,169634,TQ326696,1/1/1980 12:00:00 AM,,67,53,24,"Thornton Heath",1.3,"Greater London","Croydon","Thames Water",""
SE19 3TU,Yes,51.410583,-0.094755,532602,169673,TQ326696,1/1/1980 12:00:00 AM,,67,72,26,"Thornton Heath",1.4,"Greater London","Croydon","Thames Water",""
SE19 3TW,Yes,51.412053,-0.092813,532733,169840,TQ327698,1/1/1980 12:00:00 AM,,83,31,14,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3TX,No,51.410548,-0.094828,532597,169669,TQ325696,1/1/1980 12:00:00 AM,1/1/2008 12:00:00 AM,67,,,"Thornton Heath",1.4,"Greater London","Croydon","",""
SE19 3TY,Yes,51.411802,-0.095092,532575,169808,TQ325698,1/1/1980 12:00:00 AM,,72,88,31,"Thornton Heath",1.5,"Greater London","Croydon","Thames Water",""
SE19 3TZ,Yes,51.412026,-0.093343,532696,169836,TQ326698,1/1/1980 12:00:00 AM,,80,85,31,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UA,Yes,51.412239,-0.094873,532589,169857,TQ325698,1/1/1980 12:00:00 AM,,76,59,21,"Thornton Heath",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UB,Yes,51.413633,-0.097073,532432,170008,TQ324700,1/1/1980 12:00:00 AM,,74,25,8,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UD,Yes,51.413353,-0.095862,532517,169979,TQ325699,1/1/1980 12:00:00 AM,,78,16,6,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UE,Yes,51.412986,-0.095417,532549,169939,TQ325699,1/1/1980 12:00:00 AM,,78,12,6,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UF,Yes,51.413865,-0.093626,532671,170040,TQ326700,1/1/1980 12:00:00 AM,,94,47,27,"Gipsy Hill",1.4,"Greater London","Croydon","Thames Water",""
SE19 3UG,Yes,51.413627,-0.094487,532612,170012,TQ326700,1/1/1980 12:00:00 AM,,87,1,1,"Gipsy Hill",1.4,"Greater London","Croydon","Thames Water",""
SE19 3UH,Yes,51.412371,-0.094120,532641,169873,TQ326698,1/1/1980 12:00:00 AM,,80,26,8,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3UJ,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2007 12:00:00 AM,6/1/2011 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UL,No,51.418930,-0.083319,533373,170622,TQ333706,4/1/2007 12:00:00 AM,5/1/2008 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UN,No,51.418930,-0.083319,533373,170622,TQ333706,2/1/2007 12:00:00 AM,9/1/2007 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UP,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2006 12:00:00 AM,11/1/2007 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UQ,Yes,51.413315,-0.093534,532679,169979,TQ326699,1/1/1980 12:00:00 AM,,93,32,10,"Gipsy Hill",1.4,"Greater London","Croydon","Thames Water",""
SE19 3UR,No,51.418930,-0.083319,533373,170622,TQ333706,8/1/2003 12:00:00 AM,3/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3US,No,51.418930,-0.083319,533373,170622,TQ333706,4/1/2006 12:00:00 AM,5/1/2011 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UT,No,51.418930,-0.083319,533373,170622,TQ333706,4/1/2005 12:00:00 AM,5/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UU,Yes,51.417286,-0.097755,532374,170413,TQ323704,1/1/1980 12:00:00 AM,,94,44,23,"Gipsy Hill",1.3,"Greater London","Croydon","Thames Water",""
SE19 3UW,No,51.418930,-0.083319,533373,170622,TQ333706,4/1/2003 12:00:00 AM,5/1/2011 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3UX,Yes,51.418887,-0.102193,532061,170583,TQ320705,1/1/1980 12:00:00 AM,,92,58,23,"West Norwood",1.4,"Greater London","Croydon","Thames Water",""
SE19 3UY,Yes,51.419129,-0.104395,531907,170606,TQ319706,1/1/1980 12:00:00 AM,,94,52,17,"West Norwood",1.3,"Greater London","Croydon","Thames Water",""
SE19 3UZ,Yes,51.418437,-0.103290,531986,170531,TQ319705,1/1/1980 12:00:00 AM,,92,101,47,"West Norwood",1.4,"Greater London","Croydon","Thames Water",""
SE19 3WA,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2000 12:00:00 AM,10/1/2005 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WB,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2000 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WD,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2000 12:00:00 AM,8/1/2001 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WE,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2000 12:00:00 AM,12/1/2001 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WF,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2000 12:00:00 AM,1/1/2002 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WG,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2003 12:00:00 AM,1/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WH,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1999 12:00:00 AM,1/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WJ,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1999 12:00:00 AM,1/1/2005 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WL,No,51.418930,-0.083319,533373,170622,TQ333706,9/1/2002 12:00:00 AM,9/1/2014 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WN,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2003 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WP,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1999 12:00:00 AM,5/1/2007 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WQ,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/2006 12:00:00 AM,2/1/2008 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WR,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1999 12:00:00 AM,8/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WS,No,51.418930,-0.083319,533373,170622,TQ333706,7/1/2003 12:00:00 AM,8/1/2004 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WT,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1999 12:00:00 AM,3/1/2008 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WU,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1998 12:00:00 AM,6/1/2001 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3WW,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1999 12:00:00 AM,10/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WX,No,51.418930,-0.083319,533373,170622,TQ333706,8/1/2005 12:00:00 AM,9/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WY,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1998 12:00:00 AM,1/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3WZ,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1998 12:00:00 AM,9/1/2002 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3XA,Yes,51.417437,-0.100384,532191,170425,TQ321704,1/1/1980 12:00:00 AM,,94,10,2,"Gipsy Hill",1.4,"Greater London","Croydon","Thames Water",""
SE19 3XB,Yes,51.415118,-0.101052,532151,170166,TQ321701,1/1/1980 12:00:00 AM,,69,64,20,"Norbury",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XD,Yes,51.415960,-0.100241,532205,170261,TQ322702,1/1/1980 12:00:00 AM,,84,51,17,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XE,Yes,51.414487,-0.102056,532083,170094,TQ320700,1/1/1980 12:00:00 AM,,59,55,19,"Norbury",1.4,"Greater London","Croydon","Thames Water",""
SE19 3XF,Yes,51.414965,-0.103247,531999,170145,TQ319701,1/1/1980 12:00:00 AM,,55,51,18,"Norbury",1.4,"Greater London","Croydon","Thames Water",""
SE19 3XG,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2007 12:00:00 AM,10/1/2007 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3XH,Yes,51.413959,-0.099950,532231,170039,TQ322700,1/1/1980 12:00:00 AM,,63,25,11,"Norbury",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XJ,Yes,51.413495,-0.097970,532370,169991,TQ323699,1/1/1980 12:00:00 AM,,69,84,32,"Gipsy Hill",1.6,"Greater London","Croydon","Thames Water",""
SE19 3XL,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/1993 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3XN,Yes,51.414687,-0.098870,532304,170122,TQ323701,1/1/1980 12:00:00 AM,,74,41,16,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XP,Yes,51.413947,-0.098153,532356,170041,TQ323700,1/1/1980 12:00:00 AM,,68,17,9,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XQ,Yes,51.414183,-0.103265,532000,170058,TQ319700,1/1/1980 12:00:00 AM,,53,11,5,"Norbury",1.3,"Greater London","Croydon","Thames Water",""
SE19 3XR,Yes,51.417110,-0.097967,532360,170393,TQ323703,1/1/1980 12:00:00 AM,,94,6,2,"Gipsy Hill",1.3,"Greater London","Croydon","Thames Water",""
SE19 3XS,Yes,51.418431,-0.104036,531934,170529,TQ319705,1/1/1980 12:00:00 AM,,92,29,16,"West Norwood",1.4,"Greater London","Croydon","Thames Water",""
SE19 3XT,No,51.418431,-0.104036,531934,170529,TQ319705,6/1/2002 12:00:00 AM,6/1/2004 12:00:00 AM,92,,,"West Norwood",1.4,"Greater London","Croydon","",""
SE19 3XU,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2002 12:00:00 AM,3/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3XW,Yes,51.414394,-0.097990,532366,170091,TQ323700,1/1/1980 12:00:00 AM,,74,36,8,"Gipsy Hill",1.5,"Greater London","Croydon","Thames Water",""
SE19 3XY,No,51.418930,-0.083319,533373,170622,TQ333706,8/1/2002 12:00:00 AM,10/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3XZ,No,51.418431,-0.104036,531934,170529,TQ319705,9/1/2002 12:00:00 AM,9/1/2003 12:00:00 AM,92,,,"West Norwood",1.4,"Greater London","Croydon","",""
SE19 3YA,No,51.418930,-0.083319,533373,170622,TQ333706,2/1/2010 12:00:00 AM,2/1/2011 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YB,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2002 12:00:00 AM,5/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YD,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2003 12:00:00 AM,5/1/2011 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YE,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2002 12:00:00 AM,6/1/2004 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YF,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2002 12:00:00 AM,5/1/2004 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YG,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2008 12:00:00 AM,8/1/2009 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YH,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2003 12:00:00 AM,3/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YJ,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2004 12:00:00 AM,7/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YL,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2005 12:00:00 AM,2/1/2019 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YN,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2005 12:00:00 AM,7/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YP,No,51.414387,-0.098063,532361,170090,TQ323700,1/1/2004 12:00:00 AM,9/1/2005 12:00:00 AM,74,,,"Gipsy Hill",1.5,"Greater London","Croydon","",""
SE19 3YQ,No,51.418930,-0.083319,533373,170622,TQ333706,9/1/2002 12:00:00 AM,9/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YR,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2007 12:00:00 AM,1/1/2008 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YS,No,51.418930,-0.083319,533373,170622,TQ333706,9/1/2005 12:00:00 AM,10/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YT,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2004 12:00:00 AM,2/1/2019 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YU,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/2005 12:00:00 AM,4/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YW,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2001 12:00:00 AM,8/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YX,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2004 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YY,No,51.418930,-0.083319,533373,170622,TQ333706,11/1/2004 12:00:00 AM,12/1/2005 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3YZ,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2004 12:00:00 AM,7/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZA,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1995 12:00:00 AM,12/1/1998 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZB,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1995 12:00:00 AM,6/1/2000 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZD,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2006 12:00:00 AM,4/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZE,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1995 12:00:00 AM,3/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZF,No,51.418930,-0.083319,533373,170622,TQ333706,9/1/2007 12:00:00 AM,11/1/2009 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZG,No,51.416769,-0.093592,532665,170363,TQ326703,6/1/1996 12:00:00 AM,6/1/2000 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZH,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1996 12:00:00 AM,9/1/2002 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZJ,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1997 12:00:00 AM,7/1/2000 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZL,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1997 12:00:00 AM,12/1/1999 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZN,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1997 12:00:00 AM,3/1/2016 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZP,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1997 12:00:00 AM,6/1/2000 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 3ZQ,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2002 12:00:00 AM,5/1/2003 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZR,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1998 12:00:00 AM,9/1/2002 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZS,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1998 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZT,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1998 12:00:00 AM,8/1/2010 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZU,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/1998 12:00:00 AM,1/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZW,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/1998 12:00:00 AM,2/1/2006 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 3ZX,No,51.416769,-0.093592,532665,170363,TQ326703,12/1/1998 12:00:00 AM,6/1/2000 12:00:00 AM,90,,,"Gipsy Hill",1.1,"Greater London","Croydon","",""
SE19 9AA,No,51.418930,-0.083319,533373,170622,TQ333706,7/1/2008 12:00:00 AM,7/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AD,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2008 12:00:00 AM,2/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AH,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2009 12:00:00 AM,4/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AJ,No,51.418930,-0.083319,533373,170622,TQ333706,3/1/2009 12:00:00 AM,10/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AT,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2009 12:00:00 AM,4/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AW,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2009 12:00:00 AM,2/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9AX,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2009 12:00:00 AM,2/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BF,No,51.418930,-0.083319,533373,170622,TQ333706,2/1/2012 12:00:00 AM,11/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BG,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2010 12:00:00 AM,2/1/2019 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BH,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2011 12:00:00 AM,6/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BJ,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2011 12:00:00 AM,5/1/2014 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BL,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2011 12:00:00 AM,6/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BN,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2011 12:00:00 AM,7/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BP,No,51.418930,-0.083319,533373,170622,TQ333706,9/1/2011 12:00:00 AM,8/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BQ,No,51.418930,-0.083319,533373,170622,TQ333706,11/1/2011 12:00:00 AM,5/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BR,No,51.418930,-0.083319,533373,170622,TQ333706,2/1/2012 12:00:00 AM,1/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BS,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2012 12:00:00 AM,12/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BT,No,51.418930,-0.083319,533373,170622,TQ333706,5/1/2012 12:00:00 AM,7/1/2012 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BU,No,51.418930,-0.083319,533373,170622,TQ333706,6/1/2012 12:00:00 AM,1/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BW,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2012 12:00:00 AM,11/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BX,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2012 12:00:00 AM,2/1/2015 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BY,No,51.418930,-0.083319,533373,170622,TQ333706,12/1/2012 12:00:00 AM,1/1/2015 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9BZ,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/2013 12:00:00 AM,2/1/2019 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DA,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/2013 12:00:00 AM,1/1/2014 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DB,No,51.418930,-0.083319,533373,170622,TQ333706,2/1/2013 12:00:00 AM,9/1/2013 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DD,No,51.418930,-0.083319,533373,170622,TQ333706,4/1/2015 12:00:00 AM,5/1/2017 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DE,No,51.418930,-0.083319,533373,170622,TQ333706,10/1/2015 12:00:00 AM,11/1/2016 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DF,No,51.418930,-0.083319,533373,170622,TQ333706,11/1/2015 12:00:00 AM,1/1/2017 12:00:00 AM,110,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DG,No,51.418930,-0.083319,533373,170622,TQ333706,1/1/2016 12:00:00 AM,4/1/2020 12:00:00 AM,110,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DH,Yes,51.418930,-0.083319,533373,170622,TQ333706,2/1/2016 12:00:00 AM,,110,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DJ,No,51.418930,-0.083293,533375,170622,TQ333706,5/1/2018 12:00:00 AM,7/1/2018 12:00:00 AM,110,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DL,No,51.418930,-0.083319,533373,170622,TQ333706,7/1/2016 12:00:00 AM,8/1/2016 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DN,Yes,51.418930,-0.083293,533375,170622,TQ333706,10/1/2016 12:00:00 AM,,110,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DP,No,51.418930,-0.083293,533375,170622,TQ333706,12/1/2016 12:00:00 AM,7/1/2017 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DQ,No,51.418930,-0.083293,533375,170622,TQ333706,6/1/2017 12:00:00 AM,1/1/2018 12:00:00 AM,112,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DR,No,51.418930,-0.083293,533375,170622,TQ333706,8/1/2017 12:00:00 AM,9/1/2018 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DS,No,51.418930,-0.083293,533375,170622,TQ333706,7/1/2017 12:00:00 AM,2/1/2018 12:00:00 AM,112,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DT,No,51.418930,-0.083293,533375,170622,TQ333706,10/1/2017 12:00:00 AM,12/1/2018 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DU,No,51.418930,-0.083293,533375,170622,TQ333706,1/1/2018 12:00:00 AM,7/1/2018 12:00:00 AM,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DW,Yes,51.418930,-0.083293,533375,170622,TQ333706,1/1/2018 12:00:00 AM,,111,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
SE19 9DX,No,51.418930,-0.083293,533375,170622,TQ333706,2/1/2018 12:00:00 AM,3/1/2019 12:00:00 AM,112,,,"Gipsy Hill",0.6,"Greater London","Croydon","",""
