Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,County,District,Ward,District Code,Ward Code,Country,County Code,Constituency,Introduced,Terminated,Parish,National Park,Population,Households,Built up area,Built up sub-division,Lower layer super output area,Rural/urban,Region,Altitude,London zone,LSOA Code,Local authority,MSOA Code,Middle layer super output area,Parish Code,Census output area,Constituency Code,Index of Multiple Deprivation,Quality,User Type,Last updated,Nearest station,Distance to station,Postcode area,Postcode district,Police force,Water company,Plus Code,Average Income,Sewage Company,Travel To Work Area,ITL level 2,ITL level 3,UPRNs,Distance to sea
SE21 8LN,Yes,51.441915,-0.097049,532352,173153,TQ323731,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",15,7,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,42,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016014,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.415183,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWR3+Q5,55900,"","London","Inner London - East","Lambeth","10001114499,10091838068,100021885796,100021885800,100021885801,100021885802,100021885803,100021885804,100021885805,100023252913,200000488012",35.2409
SE21 8LP,Yes,51.444623,-0.097670,532301,173453,TQ323734,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",10,3,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,37,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.615427,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWV2+RW,55900,"","London","Inner London - East","Lambeth","100021885854,100021885856,100021885858,100021885860,200000478607,200000487897",35.2716
SE21 8LQ,Yes,51.440888,-0.095825,532440,173041,TQ324730,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",19,7,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,39,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016010,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.309054,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWR3+9M,55900,"","London","Inner London - East","Lambeth","10025188469,10093376395,100021885818,100021885820,100021885822,100021885824,100021885826,100021885828,100021885830,200000487757",35.1615
SE21 8LR,Yes,51.445351,-0.098791,532221,173532,TQ322735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",61,21,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,39,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016005,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.727525,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW2+4F,55900,"","London","Inner London - East","Lambeth","10000445059,10090194699,100021885850,100021885852,100021885853,100021885855,100021885857,100021885859,100021885861,100021885862,100021885863,100021885864,100021885865,100021885867,100021885870,100021885873,100021885877,100021885880,100021885882,100021885884,100021885885,100021885888,100021885890,200000485006",35.3463
SE21 8LS,Yes,51.445051,-0.096386,532389,173503,TQ323735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",68,25,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,34,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.593819,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW3+2C,55900,"","London","Inner London - East","Lambeth","100021830934,100021830936,100021830938,100021830940,100021830942,100021830944,100021830946,100021830948,100021830950,100021830952,100021830954,100021830956,100021830958,100021830960,100021830962,100021830964,100021830966,100021830968,100021830970,100021830972,100021830974,100021830976,100021830978,100021830980,100021830982,100021830984",35.181
SE21 8LT,Yes,51.445447,-0.096369,532389,173547,TQ323735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",64,27,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,33,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016003,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.629389,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW3+5F,55900,"","London","Inner London - East","Lambeth","100021830932,100021830933,100021830935,100021830937,100021830939,100021830941,100021830943,100021830945,100021830947,100021830949,100021830951,100021830953,100021830955,100021830957,100021830959,100021830961,100021830963,100021830965,100021830967,100021830969,100021830971,100021830973,100021830975,100021830977,100021830979,100021830981,100021830983,100021830985,100021830986",35.1783
SE21 8LU,Yes,51.445773,-0.097061,532340,173582,TQ323735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",101,43,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,34,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016003,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.686295,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW3+85,55900,"","London","Inner London - East","Lambeth","100021905152,100021905153,100021905155,100021905156,100021905157,100021905160,100021905162,100021905164,100021905166,100021905168,100021905169,100021905170,100021905171,100021905172,100021905173,100021905175,100021905177,100021905179,100021905180,100021905181,100021905182,100021905183,100021905184,100021905185,100021905186,100021905187,100021905188,100021905189,100021905190,100021905191,100021905192,100021905193,100021905194,100021905195,100021905196,100021905197,100021905198,100021905199,100021905200,100021905201,100021905202,100021905203,100021905204,100023252657,100023252658,100023676913,200000485008",35.225
SE21 8LW,Yes,51.443612,-0.098029,532279,173340,TQ322733,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",97,30,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,41,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.562274,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWV2+CQ,55900,"","London","Inner London - East","Lambeth","10001113619,100021885810,100021885813,100021885815,100021885816,100021885817,100021885819,100021885821,100021885823,100021885825,100021885827,100021885829,100021885831,100021885832,100021885833,100021885834,100021885835,100021885836,100021885837,100021885838,100021885839,100021885840,100021885841,100021885842,100021885843,100021885844,100021885845,100021885846,100021885847,100021885848,100021885849,200000487896",35.3007
SE21 8LX,Yes,51.446578,-0.096812,532355,173672,TQ323736,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",36,10,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,32,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016005,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.752483,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW3+J7,55900,"","London","Inner London - East","Lambeth","10001114459,10025177985,10025188465,10091943948,10093377536,100021905161,100021905163,100021905165,100021905167,100021905174,100021905176,100021905178,100023252451,100023252659,100023252661,100023252921,200000485007,200000485009,200000491442,200003473784,200003496522",35.2049
SE21 8LY,Yes,51.446165,-0.099649,532159,173621,TQ321736,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1981-06-01,,"Lambeth, unparished area","",41,22,"Greater London","Lambeth","Lambeth 025C","Urban major conurbation",London,38,3,E01003168,,E02000642,"West Dulwich",E43000212,E00016002,E14000673,4141,1,0,2022-11-26,"Tulse Hill",0.795132,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW2+F4,55900,"","London","Inner London - East","Lambeth","10001110482,10001114608,10008785326,10091117086,200000456900,200000456901,200000456902,200000456903,200000456904,200000456905,200000456906,200000456907,200000456908,200000456909,200000456910,200000456911,200000456912,200000456913,200000456914,200000456915,200000456916,200000456917,200000456918,200000456919,200000456920,200000456921,200000456922",35.4027
SE21 8LZ,Yes,51.445627,-0.099197,532192,173562,TQ321735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1981-06-01,,"Lambeth, unparished area","",39,15,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,40,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016005,E14000673,21658,1,0,2022-11-26,"Tulse Hill",0.759312,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW2+78,55900,"","London","Inner London - East","Lambeth","200000459697,200000459698,200000459699,200000459700,200000459701,200000459702,200000459703,200000459704,200000459705,200000459706,200000459707,200000459708,200000459709,200000459710,200000459711,200000459712",35.3733
SE21 8NA,Yes,51.445298,-0.099930,532142,173524,TQ321735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1981-06-01,,"Lambeth, unparished area","",56,20,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,43,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016005,E14000673,21658,1,0,2022-11-26,"Tulse Hill",0.701614,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW2+42,55900,"","London","Inner London - East","Lambeth","10001113948,10001114625,10001114744,100021860530,100021860531,100021860532,100021860533,100021860534,100021860535,100021860536,100021860537,100021860538,100021860539,100021860540,100021860541,100021860542,100021860543,100021860544,100021860545,100021860546,100021860547,100021860548,100021860549,100021860550,100021860551",35.4253
SE21 8NB,Yes,51.445484,-0.099807,532150,173545,TQ321735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1981-06-01,,"Lambeth, unparished area","",93,25,"Greater London","Lambeth","Lambeth 025C","Urban major conurbation",London,42,3,E01003168,,E02000642,"West Dulwich",E43000212,E00016002,E14000673,4141,1,0,2022-11-26,"Tulse Hill",0.723751,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW2+53,55900,"","London","Inner London - East","Lambeth","200000486244,200000486245,200000486246,200000486247,200000486248,200000486249,200000486250,200000486251,200000486252,200000486253,200000486254,200000486255,200000486256,200000486257,200000486258,200000486259,200000486260,200000486261,200000486262,200000486263,200000486264,200000486265,200000486266,200000486267,200000486268,200000486269",35.4161
SE21 8ND,No,51.443224,-0.096303,532400,173300,TQ324732,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1990-02-01,1991-12-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,36,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,8,1,2022-11-26,"West Dulwich",0.440807,SE,SE21,"Metropolitan Police","",9C3XCWV3+7F,55900,"","London","Inner London - East","Lambeth","",35.183
SE21 8NE,No,51.441380,-0.093502,532600,173100,TQ326730,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,1994-05-01,"Lambeth, unparished area","",,,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,34,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016014,E14000673,21658,8,0,2022-11-26,"West Dulwich",0.164964,SE,SE21,"Metropolitan Police","",9C3XCWR4+HH,55900,"","London","Inner London - East","Lambeth","",34.9982
SE21 8NF,Yes,51.441935,-0.094429,532534,173160,TQ325731,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",22,11,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,34,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016014,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.251363,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWR4+Q6,55900,"","London","Inner London - East","Lambeth","10001113563,100021826846,100021826847,100021826848,100021826849,100021826850,100021826851,100021826852,100021826853,100021826854,100021826855,100021826856,100021826857",35.0595
SE21 8NG,Yes,51.442134,-0.095068,532489,173181,TQ324731,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",20,12,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,35,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016014,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.300608,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWR3+VX,55900,"","London","Inner London - East","Lambeth","10001114189,10025290054,10093377408,100021880535,100021880536,100021880537,100021880538,100021880539,100021880540,100021880541,100021880542,100021880543,100021880544,100021880545,100021880546,100021880547",35.1027
SE21 8NH,Yes,51.443505,-0.095328,532467,173333,TQ324733,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",90,38,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,34,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.41366,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWV3+CV,55900,"","London","Inner London - East","Lambeth","10008786634,10015403566,10015436592,10025188408,10094958938,100021882079,100021882080,100021882081,100021882082,100021882083,100021882084,100021882085,100021882086,100021882087,100021882088,100021882089,100021882090,100021882091,100021882092,100021882093,100021882094,100021882095,100021882096,100021882097,100021882098,100021882099,100021882100,100021882101,100021882102,100021882103,100021882104,100021882105,100021882106,100021882107,100021882108,100021882109,100021882110,100021882111,100021882112,100021882113,100021882114,100021882115,100021882116",35.1143
SE21 8NJ,Yes,51.444484,-0.095791,532432,173441,TQ324734,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",89,39,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,35,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016007,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.518624,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWV3+QM,55900,"","London","Inner London - East","Lambeth","10093377416,100021882117,100021882118,100021882119,100021882120,100021882121,100021882122,100021882123,100021882124,100021882125,100021882126,100021882127,100021882128,100021882129,100021882130,100021882131,100021882132,100021882133,100021882134,100021882135,100021882136,100021882137,100021882138,100021882139,100021882140,100021882141,100021882142,100021882143,100021882144,100021882145,100021882146,100021882147,100021882148,100021882149,100021882150,100021882151,100021882152,100021882153,100021882154,100021882155",35.1421
SE21 8NL,Yes,51.445841,-0.095748,532431,173592,TQ324735,"Greater London","Lambeth","West Dulwich",E09000022,E05014119,England,E11000009,"Dulwich and West Norwood",1980-01-01,,"Lambeth, unparished area","",86,40,"Greater London","Lambeth","Lambeth 025E","Urban major conurbation",London,32,3,E01003170,,E02000642,"West Dulwich",E43000212,E00016003,E14000673,21658,1,0,2022-11-26,"West Dulwich",0.645097,SE,SE21,"Metropolitan Police","Thames Water",9C3XCWW3+8P,55900,"","London","Inner London - East","Lambeth","10094958936,100021830391,100021830392,100021830393,100021830394,100021830395,100021830396,100021830397,100021830398,100021830399,100021830400,100021830401,100021830402,100021830403,100021830404,100021830405,100021830406,100021830407,100021830408,100021830409,100021830410,100021830411,100021830412,100021830413,100021830414,100021830415,100021830416,100021830417,100021830418,100021830419,100021830420,100021830421,100021830422,100021830423,100021830424,100021830425,100021830426,100021830427,100021830428,100021830429,100021830430,100021830431,100021830432",35.1338
